rating,text,type,probs,preds
3,too expensive,Restaurant,"[0.965167224407196, 0.03483282029628754]",negative
3,good food when its hot for the price could have a few more things on buffet and definitely need to put the oysters back on all in all a descent place to eat,Chinese restaurant,"[0.00384925352409482, 0.9961507320404053]",positive
4,freshly made hot and tasty,Restaurant,"[0.0019000907195731997, 0.9980999827384949]",positive
2,expensive,Restaurant,"[0.9796001315116882, 0.020399833098053932]",negative
3,very slow window service and didnt provide utensils so we had to go back park then go inside ,Vegetarian restaurant,"[0.996557354927063, 0.003442617366090417]",negative
4,great customer service,Restaurant,"[0.03129810839891434, 0.9687018990516663]",positive
4,really good sandwiches and friendly staff,Soup restaurant,"[0.0038731112144887447, 0.9961269497871399]",positive
4,ordered the famous star was not disappointed at all only that i didnt order 2  my sandwich looked and tasted delicious the veggies were perfect burger and cheese nice and hot  whoever made it definitely knows how to make a sandwich ,Hamburger restaurant,"[0.0021981303580105305, 0.9978018403053284]",positive
2,food was not fresh and had to wait forever to eat,Traditional American restaurant,"[0.9992825388908386, 0.0007174829370342195]",negative
3,ok but never seen to have everything you need,Fast food restaurant,"[0.901181161403656, 0.0988188236951828]",negative
3,never get order right and its portillos very expensive mediocre hotdogs bun always soggy,Hot dog restaurant,"[0.9995827078819275, 0.00041735495324246585]",negative
4,good sweet tea not tooo sweet,Restaurant,"[0.2926890552043915, 0.7073109745979309]",mixed
2,ribs were little dry and not a whole slab as what they said it was,Barbecue restaurant,"[0.989352822303772, 0.01064720656722784]",negative
4,cass cafe always has great food drinks and atmosphere and a great price,Vegetarian restaurant,"[0.00379232969135046, 0.9962077140808105]",positive
3,food is not that good the guy cant pack a bag had the soup on the bottom with food on top and one was in a styrofoam cup it got all over the floor of my brand new car which is bull its not hard to use 2 bags and the rice taste old the lady was nice and gave me more soup but by time i got home and ate the food was cold and kinda wet so i wont be back wish i never went ruined my whole night,Chinese restaurant,"[0.9993641972541809, 0.0006358039099723101]",negative
2,not impressed with the food i ordered a pesto pasta that was advertised as the special that was the skimpiest pesto pasta i have ever had in my life or they totally got me something else  the prices range from 5 for a kids meal to a 25 main dish  the hostess area smells weird i really dont think i would be coming back soon,Restaurant,"[0.9996004700660706, 0.0003994932631030679]",negative
4,great time live music fun atmosphere,Buffet restaurant,"[0.0098725575953722, 0.990127444267273]",positive
3,the food was pretty good but the atmosphere was very old,Pizza restaurant,"[0.9819082617759705, 0.0180917140096426]",negative
2,got carry out and asked for some hot sauce and had to pay a second time for the hot sauce which was enough sauce for 1 piece of meat never at any other restaurant have i been charged for it and never have u gotten such a small quantity food is descent but not worth dealing with rude staff,Japanese restaurant,"[0.9770867228507996, 0.022913314402103424]",negative
4,appetizer left much to be desired did not taste fresh at all we got the calamari and it was mushy and not flavorful entrees were good though lobster and shrimp tasted fresh scallops were extremely small not the worst experience ive had but definitely not the best staff were very friendly,Family restaurant,"[0.9995623230934143, 0.00043766721501015127]",negative
4,deliciousness,Traditional American restaurant,"[0.008905827067792416, 0.991094172000885]",positive
3,they wait line in side and out is long but service is good and respectful,Restaurant,"[0.6593502163887024, 0.3406497538089752]",mixed
3,not the best,Vegetarian restaurant,"[0.9570466876029968, 0.042953360825777054]",negative
3,just hot dogs and fries no ketchup  lines are long nothing to drive far from ,Takeout Restaurant,"[0.9824497699737549, 0.017550207674503326]",negative
4,good fare good prices good service,Restaurant,"[0.005427308846265078, 0.9945726990699768]",positive
3,slow getting food had to ask for our shakes after the food came,Breakfast restaurant,"[0.8788121342658997, 0.12118782103061676]",negative
2,service was atrocious,Family restaurant,"[0.9918248057365417, 0.008175268769264221]",negative
4,good food,Buffet restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
4,good place to pull up a seat and have a beer quiet relaxing atmosphere  friendly staff not a huge menu but the food is good,Restaurant,"[0.003360562492161989, 0.9966394901275635]",positive
4,great chicken soup,Restaurant,"[0.08581209182739258, 0.9141878485679626]",positive
2,the staff was very friendly  we ordered 2 pizzas one barbecue chicken and gouda which was delicious and a margherita which was soooo dry although the staff was friendly the cashier decided to tip himself with my friends change the funny thing is the amount he was going to get was far more than what he decided to take and he ended up with no tip all the soda in the machine was watered down except pepsi when it was time to go when asked for boxes the guy just gives us a flat box didnt attempt or offer to put the box together i guess they are too friendly,Pizza restaurant,"[0.9348576068878174, 0.06514237821102142]",negative
4,the food was good but a little pricey and the service took a long time,American restaurant,"[0.4664136469364166, 0.533586323261261]",mixed
3,frischs is not my favorite restaurant but this is ok,Brunch restaurant,"[0.2417333424091339, 0.7582666873931885]",mixed
3,food is great service sucks,Fast food restaurant,"[0.6305797100067139, 0.3694203495979309]",mixed
2,stopped in little after 10 picked up 20 piece nugget they had no flavor reallybad but i was on 94 heading home i wasnt turning around very dissatisfied other times no problem i would give you five stars,Restaurant,"[0.9995195865631104, 0.00048038968816399574]",negative
3,service was a bit slow never got my ice tea refilled and i didnt get all the toppings that were supposed to be on my burger,Hamburger restaurant,"[0.9684925675392151, 0.031507380306720734]",negative
4,good food good service,Restaurant,"[0.02877991832792759, 0.9712200164794922]",positive
3,fast and cheap get the fish tacos,Restaurant,"[0.008615205064415932, 0.991384744644165]",positive
2,slow drivethrew waited n line for 45 mins,Fast food restaurant,"[0.9952968955039978, 0.004703117534518242]",negative
4,food was good i eat a vegan diet and they have options for those who have similar diets they are very friendly and welcoming good place to eat,Japanese restaurant,"[0.008403738960623741, 0.9915962815284729]",positive
4,everything  was perfectly seasoned and very tasty,Restaurant,"[0.003084441414102912, 0.9969155788421631]",positive
2,its a mistake every time i come here it had been months since i visited same thing as the last time very slow service and unapologetic employees going to go to the one at 9 and gratiot from now on,Restaurant,"[0.997805655002594, 0.0021943121682852507]",negative
4,its ok but not as good as i heard it was,Sushi restaurant,"[0.9423715472221375, 0.057628460228443146]",negative
